Value,Weight
Oria,3
Oriah,4
Oriana,26
Orianna,4
Orla,794
Orla-Grace,4
Orla-Mae,10
Orla-May,4
Orla-Rae,5
Orla-Rose,17
Orlagh,38
Orlah,9
Orlaigh,4
Orlaith,81
Orli,9
Orly,7
Ornela,3
Ornella,3
Orzala,3
Osarugue,3
Osinachi,6
Ostara,3
Otilia,10
Ottalie,4
Ottavia,3
Ottie,6
Ottilia,9
Ottilie,430
Ottillie,8
Ottolie,4
Ottoline,5
Otylia,6
Oula,3
Paige,252
Paighton,4
Paislee,11
Paisleigh,6
Paisley,330
Paisley-Grace,6
Paisley-Mae,9
Paisley-Mai,4
Paisley-May,7
Paisley-Rae,12
Paisley-Rose,12
Paislie,3
Paityn,5
Pallavi,4
Palma,4
Palmer,3
Paloma,58
Palwasha,5
Pamela,18
Pandora,31
Paola,3
Pareesa,5
Pari,12
Paridhi,3
Parinaaz,4
Paris,60
Paris-Rose,3
Parisa,21
Parisha,7
Parishay,4
Parishey,3
Parker,38
Parnika,3
Pasha,3
Patience,3
Patricia,60
Patricie,4
Patricija,5
Patrisia,4
Patrycja,12
Patsy,22
Patti,3
Paula,36
Paulina,6
Pauline,4
Pavan,3
Payton,37
Payton-Rose,3
Peace,9
Peach,4
Peaches,22
Pearl,210
Pearla,3
Pearly,3
Peggie,3
Peggy,125
Peggy-Sue,3
Peighton,8
Pelia,4
Pelin,3
Penelope,1194
Penelope-Jane,3
Penelope-Rose,13
Peniel,4
Pennie,10
Penny,288
Penny-May,3
Peony,20
Pepper,12
Perdita,7
Perel,4
Peri,5
Perla,13
Perri,4
Perrie,16
Persephone,60
Persia,4
Petal,6
Petra,28
Petruta,3
Peyton,170
Peyton-Rose,5
Phaedra,4
Phebe,3
Pheobe,19
Phia,4
Philippa,141
Phillipa,8
Philomena,8
Phoebe,1678
Phoebe-Grace,8
Phoebe-Leigh,5
Phoebe-Lou,3
Phoebe-Mae,4
Phoebe-Marie,4
Phoebe-Rae,6
Phoebe-Rose,12
Phoenix,87
Phoenix-Rose,4
Phyllis,3
Pia,42
Pietra,3
Pihu,5
Pip,3
Piper,308
Piper-Rae,3
Piper-Rose,7
Pippa,398
Pippa-Rose,4
Pippi,3
Pippin,6
Pixi,3
Pixie,93
Pixie-Rose,5
Poet,3
Pola,98
Polina,12
Pollie,5
Polly,337
Polly-Mae,3
Pollyanna,19
Poppi,6
Poppie,37
Poppy,1841
Poppy-Ann,5
Poppy-Grace,3
Poppy-Leigh,4
Poppy-Mae,17
Poppy-Mai,6
Poppy-May,6
Poppy-Rae,12
Poppy-Ray,3
Poppy-Rose,21
Porsha,9
Portia,4
Posey,10
Posie,32
Posy,24
Prabhleen,3
Prabhnoor,6
Prahi,4
Prairie,3
Praise,7
Pranshi,5
Precious,28
Preesha,4
Presley,9
Pria,9
Prim,4
Primrose,315
Princess,32
Priscilla,27
Prisha,44
Priya,48
Priyah,4
Priyanka,7
Prudence,15
Psalm,3
Purity,3
Pyper,7
Qamar,10
Qiana,4
Qirat,4
Queen,5
Queenie,13
Quincy,8
Quinn,210
Quinnie,5
Quratulain,3
Raahi,3
Raavi,4
Raaya,8
Rabaab,5
Rabab,4
Rabia,15
Rabiya,4
Rachael,6
Racheal,3
Rachel,125
Rachelle,3
Radha,8
Radhika,4
Radhya,6
Radia,4
Radiyah,3
Radwa,3
Rae,168
Raeesah,8
Raegan,18
Raeleigh,3
Raelle,4
Raelyn,5
Raena,7
Raeni,4
Raeven,3
Raeya,56
Raeya-Rose,3
Raeyah,3
Rafaela,22
Rafaella,12
Raffaella,14
Raghad,6
Rahaf,13
Raheel,3
Raheema,3
Raheemah,3
Rahel,4
Rahela,16
Rahil,3
Rahima,6
Rahma,42
Rahmah,12
Rahmat,3
Raia,11
Raidah,4
Raiha,5
Raima,6
Rain,10
Raina,38
Rainbow,3
Raine,42
Rainey,4
Rainie,5
Raisa,39
Raisah,3
Raisha,4
Raissa,15
Raiya,28
Raiyah,7
Raizel,4
Raizy,4
Raluca,7
Rama,5
Ramaiya,3
Ramata,3
Rameen,11
Ramiah,3
Ramisa,3
Ramla,8
Ramona,19
Rana,14
Ranain,3
Randa,4
Raneem,9
Rani,10
Rania,47
Raniya,7
Raniyah,5
Rannya,3
Ranya,19
Raphaela,9
Raphaella,14
Raquel,10
Raseel,3
Rasha,3
Rateel,5
Ratzy,4
Raven,106
Raven-Rose,5
Ravenna,3
Ravleen,7
Rawan,13
Rawda,3
Rawdah,4
Ray,5
Raya,251
Raya-Mae,3
Raya-Rose,5
Rayaan,3
Rayah,32
Rayan,9
Rayana,6
Rayanna,3
Rayanne,3
Raye,16
Rayelle,5
Rayhan,4
Rayhana,9
Rayna,39
Rayne,30
Raynie,3
Raysa,8
Rayya,10
Rayyan,4
Razan,16
Razia,3
Rea,15
Reagan,8
Reanne,4
Reava,3
Rebeca,54
Rebecca,216
Rebeka,18
Rebekah,16
Rebel,14
Rebika,3
Red,3
Reem,35
Reema,10
Reemas,3
Reena,5
Reenie,26
Reese,15
Reet,6
Reeva,172
Reeva-Mae,3
Reeva-Rose,4
Reevah,3
Reeve,4
Regan,14
Regina,17
Reham,3
Rehat,3
Rehma,5
Rehmat,36
Rehnuma,3
Rei,12
Reia,7
Reign,51
Reigna,3
Reika,3
Reina,43
Reine,4
Reisy,10
Reiva,3
Reiya,4
Reizy,4
Rejoice,3
Remaya-Rose,3
Remayah,4
Remeya,3
Remi,292
Remi-Leigh,3
Remi-Mae,10
Remi-Mai,6
Remi-Rae,15
Remi-Rai,3
Remi-Rose,15
Remie,11
Remiyah,5
Remmi,4
Remmie,4
Remy,73
Ren,16
Rena,5
Renad,4
Renae,38
Renata,5
Renaya,8
Rendall,7
Rene,7
Renea,3
Renee,78
Renesmae,42
Renesmai,5
Renesmay,7
Renesme,6
Renesmee,34
Renesmee-Rose,3
Reneya,3
Reneyah,3
Renezmae,5
Renn,5
Resham,3
Reva,14
Reve,3
Revna,3
Rey,18
Reya,111
Reya-Rose,3
Reyah,24
Reyan,4
Reyana,3
Reyhan,4
Reyna,18
Reyyan,4
Rhaya,8
Rhea,109
Rheeva,3
Rheia,3
Rhema,6
Rheya,12
Rhia,5
Rhian,4
Rhianna,7
Rhiannon,17
Rhoda,3
Rhona,5
Ria,61
Riah,8
Riana,16
Rianna,6
Ribbon,3
Richelle,3
Rida,31
Riddhi,8
Ridha,3
Ridhi,4
Ridhima,6
Rielle,3
Rieva,4
Riham,4
Rihana,6
Rihanna,24
Rikki,3
Rileigh,3
Riley,246
Riley-Mae,3
Riley-Rose,4
Rima,6
Rimal,3
Rina,8
Rini,3
Rinoa,5
Rio,24
Riona,9
Ripley,20
Risha,6
Rishika,5
Rita,59
Rital,10
Riva,37
Rivah,8
Rivah-Rae,3
Rivenna,3
River,423
River-Grace,3
River-Leigh,8
River-Mae,14
River-May,4
River-Rae,12
River-Rose,32
Rivka,26
Rivkah,3
Rivky,13
Riya,58
Riyah,8
Riyana,8
Riyanshi,5
Riyanshika,3
Roa,3
Roberta,27
Robin,129
Robyn,739
Robyn-Rae,3
Robyn-Rose,6
Robyne,4
Rochel,9
Rochelle,7
Roena,3
Rogue,12
Roise,3
Roisin,46
Roksana,3
Roma,56
Romaisa,4
Romalie,3
Romana,7
Romanie,3
Romany,14
Romany-Rose,4
Romaysa,3
Rome,5
Romee,25
Romey,13
Romi,47
Romie,37
Romie-Rae,5
Romilly,46
Romily,4
Romina,3
Romola,5
Romy,121
Rona,3
Ronak,3
Roni,6
Ronja,4
Ronni,13
Ronnie,45
Ronnie-Mae,3
Ronnie-Rae,3
Ronnie-Rose,7
Ronny,3
Ronya,7
Roo,8
Roop,8
Rori,10
Rorie,3
Rory,12
Rosa,343
Rosa-Leigh,4
Rosa-Mae,5
Rosabella,36
Rosabelle,7
Rosalea,5
Rosalee,17
Rosaleigh,14
Rosalia,24
Rosalie,166
Rosalina,6
Rosalind,36
Rosaline,7
Rosalyn,17
Rosamund,4
Rosana,3
Rosanna,63
Rosaria,5
Rose,787
Rose-Ann,4
Rose-Anne,3
Rose-Marie,7
Roseabella,5
Roseanna,33
Roseanne,11
Roseleen,4
Rosella,17
Roselyn,10
Rosemarie,11
Rosemary,63
Rosetta,3
Rosey,10
Roshni,7
Rosie,2028
Rosie-Ann,11
Rosie-Anne,4
Rosie-Lee,6
Rosie-Leigh,16
Rosie-Lou,3
Rosie-Mae,27
Rosie-May,18
Rosie-Rae,5
Rosina,5
Roslyn,3
Rosy,10
Roua,3
Roux,23
Rovan,3
Rowan,104
Rowe,3
Rowen,9
Rowena,4
Rowenna,3
Roxana,13
Roxane,3
Roxanna,12
Roxanne,39
Roxi,3
Roxie,19
Roxy,34
Roya,14
Royal,4
Royale,4
Royalty,6
Roza,32
Rozalia,19
Rua,4
Ruari,3
Rubab,3
Rubani,10
Rubi,19
Rubie,33
Rubie-Rose,4
Ruby,1300
Ruby-Ann,3
Ruby-Anne,5
Ruby-Grace,8
Ruby-Jane,3
Ruby-Jo,3
Ruby-Lea,6
Ruby-Leigh,14
Ruby-Mae,33
Ruby-Mai,7
Ruby-Marie,3
Ruby-May,11
Ruby-Rae,23
Ruby-Rose,57
Ruby-Willow,3
Ruchama,3
Ruchi,5
Rudi,8
Rudie,4
Rudra,3
Rudy,7
Rue,21
Rufaida,6
Rufta,5
Ruhi,30
Ruixi,3
Rumaisa,29
Rumaisah,5
Rumaysa,65
Rumaysaa,3
Rumaysah,19
Rumer,4
Rumi,21
Runa,10
Ruqaiya,6
Ruqaiyah,6
Ruqaya,7
Ruqayah,8
Ruqayya,22
Ruqayyah,59
Ruqqayah,3
Rusne,4
Rut,4
Ruth,69
Ruvarashe,4
Ruwayda,5
Ruwaydah,3
Ruya,11
Rya,13
Ryah,4
Ryana,5
Ryanna,4
Ryder,4
Ryla,7
Rylah,4
Rylee,54
Rylee-Mae,3
Ryleigh,33
Ryleigh-Mae,5
Ryley,5
Rylie,24
Ryn,4
Ryver,4
Saachi,9
Saaliha,7
Saanjh,6
Saanvi,37
Saanvika,4
Saara,20
Saarah,24
Saavi,6
Saba,18
Sabeeha,4
Sabiha,15
Sabina,20
Sabine,14
Sabreen,3
Sabrin,5
Sabrina,88
Sacha,5
Sachi,4
Sadaf,7
Sade,5
Sadhbh,8
Sadia,7
Sadie,338
Sadie-Mae,5
Sadie-Rose,7
Sadiya,7
Saesha,3
Safa,188
Safa-Noor,3
Safaa,64
Safah,13
Safeerah,3
Safeeya,4
Saffa,6
Saffi,8
Saffia,9
Saffie,11
Saffiya,10
Saffiyah,19
Saffron,57
Safia,27
Safina,12
Safira,3
Safiya,60
Safiyah,36
Safiye,4
Safiyya,28
Safiyyah,77
Safoora,6
Safura,8
Safwa,3
Saga,5
Sagal,4
Sage,42
Sahana,18
Sahar,18
Sahara,18
Sahasra,6
Sahib,10
Sahiba,9
Sahira,3
Sahra,11
Sai,7
Saida,6
Saige,13
Sailor,3
Saint,4
Saira,29
Sairah,3
Saisha,7
Saja,4
Sakeena,10
Sakeenah,8
Sakina,29
Sakinah,8
Sakura,7
Saleema,3
Saleena,6
Saleha,10
Salena,3
Saliha,11
Salimatou,3
Salina,8
Sally,24
Salma,54
Salome,14
Salsabeel,4
Salsabil,4
Salwa,20
Sama,41
Samaa,9
Samah,4
Samaira,26
Samana,4
Samanta,12
Samantha,59
Samar,6
Samara,20
Samarah,5
Samaria,5
Samaya,3
Sameeha,6
Sameen,3
Sameera,9
Sami,4
Samia,7
Samiha,5
Samira,42
Samirah,7
Samiya,8
Samiyah,4
Sammie,4
Sammy,3
Samra,3
Samreen,7
Samreet,9
Samriddhi,3
Samuella,5
Samyra,3
Sana,74
Sanaa,14
Sanah,4
Sanam,6
Sanaya,14
Sandra,20
Sandy,7
Sania,7
Saniya,6
Saniyah,4
Sanjana,5
Sanna,9
Sansa,8
Santana,10
Sanvi,15
Sanvika,8
Saoirse,151
Saphia,3
Saphira,11
Sapphira,3
Sapphire,87
Sapphire-Rose,3
Sappho,3
Sara,511
Sarah,403
Sarah-Jane,3
Sarai,17
Saran,3
Saraya,10
Sarayah,4
Sargun,14
Sariah,12
Sarika,3
Sarina,21
Sariyah,12
Saron,4
Saroop,3
Sarrinah,10
Sarya,3
Sascha,4
Sasha,65
Saskia,51
Saule,8
Savanah,6
Savanna,38
Savannah,355
Savannah-Leigh,5
Savannah-Louise,3
Savannah-Marie,5
Savannah-Rose,18
Savleen,3
Savreen,13
Savreet,3
Savvy,3
Sawdah,9
Sawyer,6
Saya,5
Sayeda,5
Sayla,3
Saylor,18
Sayra,4
Sayyida,4
Scarlet,57
Scarlet-Rose,7
Scarlett,858
Scarlett-Grace,3
Scarlett-Mae,5
Scarlett-Rae,5
Scarlett-Rose,28
Scarlette,10
Scottie,4
Scout,17
Sedra,7
Seerat,24
Sefora,11
Sehaj,20
Sehajpreet,4
Sehar,16
Sehej,8
Seher,10
Sehr,4
Sehrish,12
Selah,7
Selen,4
Selena,115
Selena-Maria,3
Selene,19
Selihom,5
Selin,29
Selina,48
Seline,4
Selma,12
Sena,12
Senara,6
Senna,9
Sennen,13
Seona,5
Sephora,7
Sequoia,4
Serafima,3
Serafina,13
Serah,8
Serai,3
Seraphina,33
Seraphine,6
Seraya,3
Serayah,6
Sereen,4
Sereia,3
Seren,229
Serena,115
Serene,11
Serenity,43
Serenna,8
Sereya,3
Serin,3
Serine,5
Serra,6
Seryn,4
Setayesh,5
Sevda,4
Seven,3
Sevyn,3
Shaan,10
Shaanvi,3
Shae,9
Shah,3
Shahad,5
Shai,6
Shaima,3
Shaina,6
Shakira,5
Shakti,4
Shalom,15
Sham,4
Shams,10
Shana,4
Shanaaya,3
Shanae,6
Shanai,3
Shanaya,54
Shanelle,6
Shani,6
Shania,18
Shanice,8
Shaniya,9
Shannon,20
Shante,3
Shanti,5
Shanvi,6
Shanvika,5
Shanzay,14
Shara,3
Shardae,3
Sharifa,3
Sharon,14
Sharvi,3
Shauna,4
Shay,9
Shaya,3
Shaye,4
Shayla,15
Shayma,3
Shayna,9
Shea,4
Sheikh,5
Sheila,7
Sheindy,8
Shekinah,5
Shelbie,3
Shelby,80
Shelly,4
Shereen,4
Sheridan,4
Sherlyn,3
Sheva,4
Shifa,20
Shifaa,3
Shifra,8
Shiloh,40
Shira,6
Shirley,3
Shivani,8
Shivaya,3
Shiza,7
Shloka,5
Shola,3
Shoshana,9
Shraddha,3
Shree,9
Shreya,26
Shrinika,4
Shriya,16
Shyla,25
Sia,65
Sian,16
Siana,19
Sianna,27
Sianna-Rose,3
Siara,33
Siba,7
Sibel,3
Sibora,7
Sibyl,5
Sibylla,3
Sicily,4
Sidney,27
Sidonie,3
Sidra,57
Sidrah,10
Sidratul,5
Siella,4
Siena,73
Sienna,1869
Sienna-Ann,3
Sienna-Grace,15
Sienna-Jean,3
Sienna-Leigh,6
Sienna-Louise,4
Sienna-Mae,15
Sienna-Mai,4
Sienna-Marie,4
Sienna-May,4
Sienna-Rae,10
Sienna-Rose,55
Siennah,3
Siera,3
Sierra,43
Sifat,4
Sigrid,5
Sihaam,3
Siham,5
Sihana,9
Sila,9
Silvana,8
Silver,8
Silvia,15
Silvie,9
Sima,3
Simar,4
Simi,9
Similoluwa,3
Simina,10
Simisola,5
Simona,31
Simone,14
Simrah,3
Simran,30
Simrat,13
Simrit,3
Sinam,3
Sinead,10
Sinem,4
Sinit,3
Siobhan,6
Sira,3
Sirat,7
Sireen,4
Siri,3
Sirine,3
Sitara,7
Sitra,4
Siwan,4
Siya,52
Siyana,71
Siyanah,3
Siyara,5
Siyenna,3
Siyona,5
Skai,3
Skarlet,4
Sky,53
Skye,309
Skye-Louise,3
Skyla,209
Skyla-Grace,4
Skyla-Louise,4
Skyla-Mae,9
Skyla-Mai,4
Skyla-May,4
Skyla-Rae,11
Skyla-Rose,27
Skylah,19
Skylah-Rose,7
Skylar,325
Skylar-Jade,3
Skylar-Leigh,3
Skylar-Mae,8
Skylar-Mai,4
Skylar-Marie,4
Skylar-May,4
Skylar-Rae,12
Skylar-Rose,28
Skyler,75
Skyler-Rose,16
Sloan,3
Sloane,33
Smilte,6
Snit,4
Snoh,5
Snow,11
Soffia,8
Sofi,3
Sofia,1671
Sofia-Elena,3
Sofia-Grace,3
Sofia-Ioana,5
Sofia-Maria,14
Sofia-Rose,11
Sofie,18
Sofija,19
Sofiya,20
Sofiyah,3
Sofya,5
Soha,12
Sokhna,4
Sol,4
Sola,4
Soleil,10
Solene,3
Soliana,11
Solin,3
Solveig,3
Solyana,5
Soma,4
Somaya,4
Sona,4
Sonam,3
Sondos,5
Sonia,58
Sonya,9
Sophia,2019
Sophia-Grace,9
Sophia-Louise,3
Sophia-Mae,9
Sophia-Maria,9
Sophia-Marie,6
Sophia-Rose,21
Sophie,1375
Sophie-May,3
Sophy,5
Sora,7
Soraia,5
Soraiya,5
Soraya,59
Sorayah,5
Sorcha,9
Sorella,4
Sorina,3
Soriyah,4
Sorrel,3
Soul,3
Spencer,5
Sreya,4
Sri,4
Srishti,4
Stacey,16
Star,23
Starla,14
Starr,10
Stefani,3
Stefania,66
Stefanie,4
Stela,3
Steliana,3
Stella,148
Stephanie,55
Sterling,3
Stevie,100
Stori,3
Storm,62
Stormi,4
Stormy,3
Story,3
Su,4
Suad,3
Subhana,5
Success,3
Suela,3
Suha,3
Suhaila,3
Suhana,3
Suhavi,4
Suhayla,8
Suheyla,3
Sukaina,8
Sukayna,5
Sukhleen,3
Sukhmani,20
Suki,24
Sultana,3
Sumaira,3
Sumaiya,11
Sumaiyah,14
Sumaya,32
Sumayah,9
Sumayya,12
Sumayyah,78
Sumeyye,3
Sumiya,3
Summayah,5
Summer,586
Summer-Leigh,4
Summer-Louise,5
Summer-Mae,5
Summer-Rae,14
Summer-Rose,33
Sunaina,5
Sunday,41
Sundus,7
Sunni,3
Sunnie,12
Sunny,29
Sunshine,5
Surah,6
Suraiya,11
Suraya,25
Surayyah,3
Sureya,3
Suri,30
Surraya,4
Surveen,3
Susan,17
Susanna,15
Susannah,10
Susie,17
Sutton,6
Suvi,4
Suzanna,4
Suzannah,3
Suzanne,8
Suzi,5
Suzie,20
Suzy,3
Svea,4
Sybie,3
Sybil,23
Sydnee,3
Sydney,101
Sydney-Grace,4
Sydnie,5
Syeda,164
Sylvi,3
Sylvia,67
Sylvia-Rose,3
Sylvie,137
Syra,3
Szofia,6
Taalia,7
Taaliah,6
Taaliyah,5
Taara,3
Tabita,4
Tabitha,204
Taelyn,3
Tahani,4
Tahira,11
Tahirah,4
Tahlia,49
Tahlia-Rose,3
Tahnee,4
Tahora,3
Tahreem,3
Taiba,6
Taibah,5
Taif,3
Taika,3
Taisia,7
Taj,5
Tala,34
Taleen,10
Tali,13
Talia,222
Talia-Mai,3
Talia-Rose,9
Taliah,32
Talin,4
Talisa,3
Talita,3
Talitha,9
Taliya,6
Taliyah,20
Tallula,8
Tallulah,194
Tallulah-Mae,3
Tallulah-Rae,3
Tallulah-Rose,6
Talula,5
Talulah,14
Talulla,5
Talullah,12
Talya,20
Tamar,3
Tamara,47
Tamia,6
Tammy,3
Tamsin,15
Tamzin,7
Tanaya,8
Tania,11
Tanisha,12
Tanishka,3
Tanisi,3
Taniya,3
Taniyah,3
Tansy,5
Tanvi,9
Tanwen,5
Tanya,12
Tanzila,4
Taqwa,12
Tara,52
Taraoluwa,8
Taryn,7
Tasfia,3
Tasha,4
Tashvi,5
Tasmia,5
Tasmiyah,3
Tasneem,32
Tasnim,13
Tate,5
Tatiana,17
Tatum,4
Tauriel,5
Tavgun,3
Tavia,4
Tawny,4
Taya,32
Tayah,22
Tayana,3
Tayanna,3
Tayla,14
Taylah,3
Taylor,61
Taylor-Rose,4
Taymiyyah,4
Tayyiba,3
Tea,3
Teagan,24
Teanna,3
Teddi,11
Teddie,12
Teddy,12
Teegan,4
Tegan,29
Tegen,3
Tegh,3
Tehilla,3
Tehillah,3
Teia,6
Teigan,13
Teja,10
Teleri,5
Temilola,3
Temiloluwa,5
Temperance,8
Teniola,4
Tennessee,3
Teodora,40
Teona,9
Teresa,22
Tereza,3
Terra,3
Terri,3
Tesni,6
Tess,18
Tessa,60
Tessie,5
Testimony,4
Teya,13
Teyah,3
Teyana,5
Thais,3
Thaleia,3
Thalia,87
Thalia-Rose,6
Thanvi,4
Thanvika,8
Thara,3
Thea,917
Thea-Mae,4
Thea-May,3
Thea-Rose,18
Theadora,53
Theia,95
Theia-Rose,3
Thelma,3
Theo,3
Theodora,117
Theodosia,3
Theresa,15
Theya,3
Thisbe,3
Thiya,7
Thiyana,3
Thora,14
Thuwaybah,3
Thyra,4
Tia,97
Tia-Rose,3
Tiah,3
Tiana,85
Tiana-Rose,4
Tianna,29
Tiara,26
Tiaraoluwa,31
Tiarna,5
Tierney,3
Tifeoluwa,3
Tiffany,62
Tiffany-Rose,3
Tiger-Lily,3
Tigerlily,18
Tiggy,19
Tilda,20
Tili,3
Tilley,3
Tillie,74
Tillie-Mae,3
Tillie-Rae,5
Tillie-Rose,5
Tilly,315
Tilly-Mae,13
Tilly-May,4
Tilly-Rae,3
Tilly-Rose,9
Timea,4
Timeea,10
Tina,21
Tinashe,3
Tinaye,4
Tirenioluwa,6
Tirzah,5
Tisha,4
Tiwalola,4
Tiwatope,3
Tiya,6
Tiyanah,3
Tobi,3
Toby,8
Tola,7
Toluwanimi,4
Toni,12
Tooba,4
Tora,5
Tori,17
Torvi,33
Touba,3
Tova,7
Tove,6
Tracy,3
Treasure,8
Triana,3
Trinity,24
Trisha,19
Trishika,7
Trixie,33
Trudy,8
True,10
Truly,5
Tsion,3
Tsz,3
Tuana,5
Tula,7
Tulia,3
Tulip,7
Tully,3
Tulsi,5
Twyla,6
Tyler,3
Tyne,3
Tyra,6
Tyrah,3
Tzippy,6
Tzivia,3
Ugne,4
Ula,10
Ulla,4
Uma,23
Umaima,17
Umaimah,9
Umaira,6
Umaiza,48
Umaizah,3
Umama,3
Umamah,5
Umayma,10
Umaymah,21
Umayrah,5
Umayyah,9
Umm,3
Umme,18
Umme-Haani,4
Umme-Hani,6
Umrah,3
Una,67
Unaisah,3
Unaysah,3
Unique,3
Uriel,3
Uriella,3
Ursa,3
Ursula,13
Urszula,6
Urte,5
Urvi,3
Urwa,9
Urwah,11
Uswa,6
Uzma,3
Vaani,25
Vaanya,3
Vada,7
Vaeda,4
Vaia,3
Vaila,4
Vaishnavi,4
Valanka,3
Valencia,56
Valencia-Rose,6
Valentina,202
Valentina-Rose,3
Valentine,4
Valeria,25
Valerie,33
Valley,3
Vallie,6
Vamika,15
Vanesa,14
Vanessa,79
Vani,3
Vanya,14
Varleen,3
Varvara,6
Vasilisa,11
Vaya,4
Veda,11
Vedha,3
Vedhika,3
Vedika,6
Veera,13
Vega,11
Velia,3
Venba,3
Venice,5
Venus,7
Vera,61
Verity,140
Veronica,65
Veronica-Rose,3
Veronika,20
Vesper,8
Viaana,6
Viana,9
Vianna,3
Vibha,4
Vicky,5
Victoria,401
Victory,6
Vida,11
Vidhi,6
Vienna,176
Vienna-Mae,4
Vienna-Rose,33
Viha,6
Vihana,10
Viktoria,22
Viktorija,9
Villanelle,3
Vilte,10
Viola,27
Violet,1057
Violet-Grace,8
Violet-Louise,3
Violet-Mae,5
Violet-May,9
Violet-Rae,3
Violet-Rose,15
Violeta,7
Violetta,6
Violette,17
Virasat,5
Virginia,8
Vismaya,3
Vita,5
Vitoria,5
Vittoria,15
Viva,4
Vivi,3
Vivian,18
Viviana,14
Vivien,29
Vivienne,106
Viya,11
Viyana,7
Vlada,3
Vogue,21
Vy,5
Wafaa,8
Wahenoor,3
Wajeeha,4
Wajiha,11
Waliyah,4
Wan,3
Wanda,9
Wania,15
Waniya,17
Warda,4
Wardah,5
Wareesha,4
Wateen,18
Waverly,4
Wednesday,7
Wendy,12
Weronika,18
Whitney,8
Wiktoria,44
Wilder,3
Wilhelmina,7
Willa,32
Willow,2067
Willow-Ann,6
Willow-Anne,3
Willow-Faith,6
Willow-Grace,35
Willow-Ivy,3
Willow-Jane,3
Willow-Mae,19
Willow-Mai,3
Willow-May,11
Willow-Rae,9
Willow-Rose,44
Wilma,7
Wini,4
Winifred,80
Winnie,250
Winnie-Mae,6
Winnie-Rae,5
Winnie-Rose,4
Winnifred,7
Winona,12
Winslet,3
Winta,5
Winter,178
Winter-Mae,3
Winter-Rae,4
Winter-Rose,28
Wren,279
Wrenn,5
Wynnie,7
Wynter,133
Wynter-Grace,4
Wynter-Mae,5
Wynter-May,3
Wynter-Rae,3
Wynter-Rose,36
Xana,3
Xanthe,36
Xanthia,3
Xena,19
Xenia,17
Xiamara,3
Xianna,3
Xiomara,3
Xyla,7
Xylia,3
Yael,15
Yagmur,6
Yalda,5
Yaleena,3
Yalina,3
Yamina,4
Yana,35
Yara,112
Yaren,6
Yasemin,5
Yashfa,5
Yashika,7
Yashvi,6
Yasira,3
Yasmeen,21
Yasmin,127
Yasmina,32
Yasmine,42
Yasna,5
Yaz,4
Yazmin,15
Yelena,3
Yemariam,4
Yemaya,3
Yemi,3
Yilin,3
Yitty,4
Ylva,5
Yoana,16
Yohana,4
Yohanna,4
Yoliana,3
Yolyana,3
Yomna,3
Yorkabel,8
Yosan,3
Yosra,3
Yostina,6
Youmna,3
Yousra,8
Yris,3
Ysabella,3
Ysella,8
Yui,4
Yuki,4
Yulia,3
Yumna,35
Yuna,22
Yusairah,3
Yusayrah,10
Yusra,157
Yusrah,8
Yuvika,3
Yvette,3
Yvie,3
Yvonne,11
Z'Nayah,4
Za'Niyah,5
Za'Nyah,5
Zaara,14
Zadie,44
Zaha,7
Zahara,14
Zahira,5
Zahra,269
Zahraa,11
Zahrah,13
Zaia,3
Zaifa,3
Zaila,5
Zaima,5
Zaina,31
Zainab,307
Zainah,7
Zaira,34
Zairah,7
Zaire,3
Zaisha,15
Zakia,3
Zakirah,3
Zakiya,5
Zala,8
Zaliyah,5
Zamal,4
Zamzam,7
Zana,7
Zanaya,8
Zanayah,4
Zandile,3
Zane,5
Zanib,3
Zaniya,3
Zaniyah,20
Zara,773
Zara-Rose,7
Zarah,41
Zarayah,4
Zareen,5
Zareesh,5
Zari,5
Zaria,17
Zariah,34
Zarina,10
Zarisha,3
Zariya,12
Zariyah,14
Zarlish,4
Zarnish,12
Zarwa,4
Zarya,5
Zaya,30
Zayah,20
Zayana,7
Zayanah,3
Zayla,6
Zaylah,3
Zaylee,3
Zayleigh,3
Zaylia,6
Zayna,46
Zaynab,133
Zaynah,41
Zayneb,4
Zea,3
Zeena,10
Zeenah,3
Zeenat,15
Zeeva,3
Zehna,3
Zehra,7
Zeina,7
Zelal,3
Zelda,44
Zelie,5
Zeliha,4
Zella,3
Zema,3
Zemirah,4
Zena,10
Zenaida,11
Zenaya,19
Zenayah,17
Zenayda,4
Zendaya,39
Zenia,4
Zeniyah,8
Zennor,11
Zenya,3
Zephyr,10
Zera,4
Zerah,3
Zerya,3
Zeya,7
Zeyna,3
Zeynab,9
Zeyneb,3
Zeynep,46
Zhavia,9
Zhuri,3
Zia,23
Ziah,6
Ziana,8
Zianna,5
Ziena,3
Zienna,4
Ziggy,14
Zikora,5
Zikra,8
Zimal,64
Zina,7
Zinnia,5
Zion,13
Zipporah,3
Zirachi,7
Zirwa,11
Zita,3
Ziva,30
Ziya,19
Ziyah,10
Ziyana,10
Zlata,3
Zoe,433
Zoey,90
Zofia,148
Zoha,46
Zohal,10
Zohra,9
Zoie,5
Zoja,8
Zola,21
Zonaira,5
Zora,28
Zosia,18
Zoya,277
Zoya-Noor,3
Zoyah,4
Zselyke,5
Zsofia,3
Zuha,5
Zulaikha,11
Zulaykha,3
Zumra,6
Zunaira,42
Zunairah,30
Zunaisha,21
Zunayrah,7
Zunisha,3
Zuri,88
Zuriel,4
